Daily hospital occupancy,value_t-1,value_t-2,value_t-3,value_t-4,value_t-5,value_t-6,value_t-7,country_Belgium,country_Croatia,country_Cyprus,country_Czechia,country_Denmark,country_Estonia,country_Iceland,country_Ireland,country_Italy,country_Lithuania,country_Netherlands,country_Norway,country_Portugal,country_Slovenia,country_Spain
0.494,0.4889,0.5088,0.5181,0.5331,0.5532,0.5554,0.5542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4996,0.494,0.4889,0.5088,0.5181,0.5331,0.5532,0.5554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4765,0.4996,0.494,0.4889,0.5088,0.5181,0.5331,0.5532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4527,0.4765,0.4996,0.494,0.4889,0.5088,0.5181,0.5331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4353,0.4527,0.4765,0.4996,0.494,0.4889,0.5088,0.5181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4195,0.4353,0.4527,0.4765,0.4996,0.494,0.4889,0.5088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3957,0.4195,0.4353,0.4527,0.4765,0.4996,0.494,0.4889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3968,0.3957,0.4195,0.4353,0.4527,0.4765,0.4996,0.494,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3976,0.3968,0.3957,0.4195,0.4353,0.4527,0.4765,0.4996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3733,0.3976,0.3968,0.3957,0.4195,0.4353,0.4527,0.4765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3609,0.3733,0.3976,0.3968,0.3957,0.4195,0.4353,0.4527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3386,0.3609,0.3733,0.3976,0.3968,0.3957,0.4195,0.4353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3109,0.3386,0.3609,0.3733,0.3976,0.3968,0.3957,0.4195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.308,0.3109,0.3386,0.3609,0.3733,0.3976,0.3968,0.3957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3044,0.308,0.3109,0.3386,0.3609,0.3733,0.3976,0.3968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.308,0.3044,0.308,0.3109,0.3386,0.3609,0.3733,0.3976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2868,0.308,0.3044,0.308,0.3109,0.3386,0.3609,0.3733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2699,0.2868,0.308,0.3044,0.308,0.3109,0.3386,0.3609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2555,0.2699,0.2868,0.308,0.3044,0.308,0.3109,0.3386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2381,0.2555,0.2699,0.2868,0.308,0.3044,0.308,0.3109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2222,0.2381,0.2555,0.2699,0.2868,0.308,0.3044,0.308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2222,0.2222,0.2381,0.2555,0.2699,0.2868,0.308,0.3044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.223,0.2222,0.2222,0.2381,0.2555,0.2699,0.2868,0.308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2085,0.223,0.2222,0.2222,0.2381,0.2555,0.2699,0.2868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1966,0.2085,0.223,0.2222,0.2222,0.2381,0.2555,0.2699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1862,0.1966,0.2085,0.223,0.2222,0.2222,0.2381,0.2555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.175,0.1862,0.1966,0.2085,0.223,0.2222,0.2222,0.2381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1625,0.175,0.1862,0.1966,0.2085,0.223,0.2222,0.2222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1614,0.1625,0.175,0.1862,0.1966,0.2085,0.223,0.2222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.163,0.1614,0.1625,0.175,0.1862,0.1966,0.2085,0.223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1527,0.163,0.1614,0.1625,0.175,0.1862,0.1966,0.2085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1448,0.1527,0.163,0.1614,0.1625,0.175,0.1862,0.1966,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1388,0.1448,0.1527,0.163,0.1614,0.1625,0.175,0.1862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.136,0.1388,0.1448,0.1527,0.163,0.1614,0.1625,0.175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1296,0.136,0.1388,0.1448,0.1527,0.163,0.1614,0.1625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1306,0.1296,0.136,0.1388,0.1448,0.1527,0.163,0.1614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1304,0.1306,0.1296,0.136,0.1388,0.1448,0.1527,0.163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.115,0.1304,0.1306,0.1296,0.136,0.1388,0.1448,0.1527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.105,0.115,0.1304,0.1306,0.1296,0.136,0.1388,0.1448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0939,0.105,0.115,0.1304,0.1306,0.1296,0.136,0.1388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0892,0.0939,0.105,0.115,0.1304,0.1306,0.1296,0.136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0823,0.0892,0.0939,0.105,0.115,0.1304,0.1306,0.1296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0818,0.0823,0.0892,0.0939,0.105,0.115,0.1304,0.1306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0821,0.0818,0.0823,0.0892,0.0939,0.105,0.115,0.1304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0821,0.0821,0.0818,0.0823,0.0892,0.0939,0.105,0.115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0739,0.0821,0.0821,0.0818,0.0823,0.0892,0.0939,0.105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.702,0.739,0.821,0.821,0.818,0.823,0.892,0.939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.647,0.702,0.739,0.821,0.821,0.818,0.823,0.892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.573,0.647,0.702,0.739,0.821,0.821,0.818,0.823,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.576,0.573,0.647,0.702,0.739,0.821,0.821,0.818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.575,0.576,0.573,0.647,0.702,0.739,0.821,0.821,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.527,0.575,0.576,0.573,0.647,0.702,0.739,0.821,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.484,0.527,0.575,0.576,0.573,0.647,0.702,0.739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.479,0.484,0.527,0.575,0.576,0.573,0.647,0.702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.425,0.479,0.484,0.527,0.575,0.576,0.573,0.647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.395,0.425,0.479,0.484,0.527,0.575,0.576,0.573,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4,0.395,0.425,0.479,0.484,0.527,0.575,0.576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.393,0.4,0.395,0.425,0.479,0.484,0.527,0.575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.371,0.393,0.4,0.395,0.425,0.479,0.484,0.527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.344,0.371,0.393,0.4,0.395,0.425,0.479,0.484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.34,0.344,0.371,0.393,0.4,0.395,0.425,0.479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.308,0.34,0.344,0.371,0.393,0.4,0.395,0.425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.292,0.308,0.34,0.344,0.371,0.393,0.4,0.395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.295,0.292,0.308,0.34,0.344,0.371,0.393,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.293,0.295,0.292,0.308,0.34,0.344,0.371,0.393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.281,0.293,0.295,0.292,0.308,0.34,0.344,0.371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.268,0.281,0.293,0.295,0.292,0.308,0.34,0.344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.256,0.268,0.281,0.293,0.295,0.292,0.308,0.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.247,0.256,0.268,0.281,0.293,0.295,0.292,0.308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.237,0.247,0.256,0.268,0.281,0.293,0.295,0.292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.237,0.237,0.247,0.256,0.268,0.281,0.293,0.295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.244,0.237,0.237,0.247,0.256,0.268,0.281,0.293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.222,0.244,0.237,0.237,0.247,0.256,0.268,0.281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.203,0.222,0.244,0.237,0.237,0.247,0.256,0.268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.187,0.203,0.222,0.244,0.237,0.237,0.247,0.256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.168,0.187,0.203,0.222,0.244,0.237,0.237,0.247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17,0.168,0.187,0.203,0.222,0.244,0.237,0.237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17,0.17,0.168,0.187,0.203,0.222,0.244,0.237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.169,0.17,0.17,0.168,0.187,0.203,0.222,0.244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.178,0.169,0.17,0.17,0.168,0.187,0.203,0.222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.165,0.178,0.169,0.17,0.17,0.168,0.187,0.203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.165,0.178,0.169,0.17,0.17,0.168,0.187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.143,0.16,0.165,0.178,0.169,0.17,0.17,0.168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.132,0.143,0.16,0.165,0.178,0.169,0.17,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13,0.132,0.143,0.16,0.165,0.178,0.169,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.138,0.13,0.132,0.143,0.16,0.165,0.178,0.169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.147,0.138,0.13,0.132,0.143,0.16,0.165,0.178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.147,0.138,0.13,0.132,0.143,0.16,0.165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.147,0.15,0.147,0.138,0.13,0.132,0.143,0.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.145,0.147,0.15,0.147,0.138,0.13,0.132,0.143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.161,0.145,0.147,0.15,0.147,0.138,0.13,0.132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.168,0.161,0.145,0.147,0.15,0.147,0.138,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.181,0.168,0.161,0.145,0.147,0.15,0.147,0.138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.172,0.181,0.168,0.161,0.145,0.147,0.15,0.147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.191,0.172,0.181,0.168,0.161,0.145,0.147,0.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.203,0.191,0.172,0.181,0.168,0.161,0.145,0.147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.218,0.203,0.191,0.172,0.181,0.168,0.161,0.145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21,0.218,0.203,0.191,0.172,0.181,0.168,0.161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.211,0.21,0.218,0.203,0.191,0.172,0.181,0.168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.222,0.211,0.21,0.218,0.203,0.191,0.172,0.181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.232,0.222,0.211,0.21,0.218,0.203,0.191,0.172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.263,0.232,0.222,0.211,0.21,0.218,0.203,0.191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.267,0.263,0.232,0.222,0.211,0.21,0.218,0.203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.253,0.267,0.263,0.232,0.222,0.211,0.21,0.218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.259,0.253,0.267,0.263,0.232,0.222,0.211,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.271,0.259,0.253,0.267,0.263,0.232,0.222,0.211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.29,0.271,0.259,0.253,0.267,0.263,0.232,0.222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.265,0.29,0.271,0.259,0.253,0.267,0.263,0.232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.293,0.265,0.29,0.271,0.259,0.253,0.267,0.263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.278,0.293,0.265,0.29,0.271,0.259,0.253,0.267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.285,0.278,0.293,0.265,0.29,0.271,0.259,0.253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.281,0.285,0.278,0.293,0.265,0.29,0.271,0.259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.285,0.281,0.285,0.278,0.293,0.265,0.29,0.271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.312,0.285,0.281,0.285,0.278,0.293,0.265,0.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.307,0.312,0.285,0.281,0.285,0.278,0.293,0.265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.301,0.307,0.312,0.285,0.281,0.285,0.278,0.293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.309,0.301,0.307,0.312,0.285,0.281,0.285,0.278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.312,0.309,0.301,0.307,0.312,0.285,0.281,0.285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.309,0.312,0.309,0.301,0.307,0.312,0.285,0.281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.337,0.309,0.312,0.309,0.301,0.307,0.312,0.285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.341,0.337,0.309,0.312,0.309,0.301,0.307,0.312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.335,0.341,0.337,0.309,0.312,0.309,0.301,0.307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.334,0.335,0.341,0.337,0.309,0.312,0.309,0.301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.303,0.334,0.335,0.341,0.337,0.309,0.312,0.309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.314,0.303,0.334,0.335,0.341,0.337,0.309,0.312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.31,0.314,0.303,0.334,0.335,0.341,0.337,0.309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.312,0.31,0.314,0.303,0.334,0.335,0.341,0.337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32,0.312,0.31,0.314,0.303,0.334,0.335,0.341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.282,0.32,0.312,0.31,0.314,0.303,0.334,0.335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26,0.282,0.32,0.312,0.31,0.314,0.303,0.334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.257,0.26,0.282,0.32,0.312,0.31,0.314,0.303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.252,0.257,0.26,0.282,0.32,0.312,0.31,0.314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23,0.252,0.257,0.26,0.282,0.32,0.312,0.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.233,0.23,0.252,0.257,0.26,0.282,0.32,0.312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.243,0.233,0.23,0.252,0.257,0.26,0.282,0.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.226,0.243,0.233,0.23,0.252,0.257,0.26,0.282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.221,0.226,0.243,0.233,0.23,0.252,0.257,0.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.209,0.221,0.226,0.243,0.233,0.23,0.252,0.257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.215,0.209,0.221,0.226,0.243,0.233,0.23,0.252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.215,0.215,0.209,0.221,0.226,0.243,0.233,0.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.223,0.215,0.215,0.209,0.221,0.226,0.243,0.233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.937,0.866,0.819,0.789,0.773,0.739,0.716,0.708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.952,0.937,0.866,0.819,0.789,0.773,0.739,0.716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.105,0.0952,0.0937,0.0866,0.0819,0.0789,0.0773,0.0739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.111,0.105,0.0952,0.0937,0.0866,0.0819,0.0789,0.0773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1191,0.111,0.105,0.0952,0.0937,0.0866,0.0819,0.0789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.126,0.1191,0.111,0.105,0.0952,0.0937,0.0866,0.0819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1334,0.126,0.1191,0.111,0.105,0.0952,0.0937,0.0866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1473,0.1334,0.126,0.1191,0.111,0.105,0.0952,0.0937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1622,0.1473,0.1334,0.126,0.1191,0.111,0.105,0.0952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1778,0.1622,0.1473,0.1334,0.126,0.1191,0.111,0.105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1951,0.1778,0.1622,0.1473,0.1334,0.126,0.1191,0.111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2099,0.1951,0.1778,0.1622,0.1473,0.1334,0.126,0.1191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2267,0.2099,0.1951,0.1778,0.1622,0.1473,0.1334,0.126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2497,0.2267,0.2099,0.1951,0.1778,0.1622,0.1473,0.1334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2773,0.2497,0.2267,0.2099,0.1951,0.1778,0.1622,0.1473,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2978,0.2773,0.2497,0.2267,0.2099,0.1951,0.1778,0.1622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3275,0.2978,0.2773,0.2497,0.2267,0.2099,0.1951,0.1778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3649,0.3275,0.2978,0.2773,0.2497,0.2267,0.2099,0.1951,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4056,0.3649,0.3275,0.2978,0.2773,0.2497,0.2267,0.2099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4408,0.4056,0.3649,0.3275,0.2978,0.2773,0.2497,0.2267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4825,0.4408,0.4056,0.3649,0.3275,0.2978,0.2773,0.2497,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5268,0.4825,0.4408,0.4056,0.3649,0.3275,0.2978,0.2773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5548,0.5268,0.4825,0.4408,0.4056,0.3649,0.3275,0.2978,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5924,0.5548,0.5268,0.4825,0.4408,0.4056,0.3649,0.3275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6187,0.5924,0.5548,0.5268,0.4825,0.4408,0.4056,0.3649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6439,0.6187,0.5924,0.5548,0.5268,0.4825,0.4408,0.4056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6502,0.6439,0.6187,0.5924,0.5548,0.5268,0.4825,0.4408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6824,0.6502,0.6439,0.6187,0.5924,0.5548,0.5268,0.4825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7233,0.6824,0.6502,0.6439,0.6187,0.5924,0.5548,0.5268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7461,0.7233,0.6824,0.6502,0.6439,0.6187,0.5924,0.5548,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7411,0.7461,0.7233,0.6824,0.6502,0.6439,0.6187,0.5924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.729,0.7411,0.7461,0.7233,0.6824,0.6502,0.6439,0.6187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7224,0.729,0.7411,0.7461,0.7233,0.6824,0.6502,0.6439,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
