Daily hospital occupancy,value_t-1,value_t-2,value_t-3,value_t-4,value_t-5,value_t-6,value_t-7,country_Belgium,country_Croatia,country_Cyprus,country_Czechia,country_Denmark,country_Estonia,country_Iceland,country_Ireland,country_Italy,country_Lithuania,country_Netherlands,country_Norway,country_Portugal,country_Slovenia,country_Spain
3109,3386,3609,3733,3976,3968,3957,4195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3080,3109,3386,3609,3733,3976,3968,3957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3044,3080,3109,3386,3609,3733,3976,3968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3080,3044,3080,3109,3386,3609,3733,3976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2868,3080,3044,3080,3109,3386,3609,3733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2699,2868,3080,3044,3080,3109,3386,3609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2555,2699,2868,3080,3044,3080,3109,3386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2381,2555,2699,2868,3080,3044,3080,3109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2222,2381,2555,2699,2868,3080,3044,3080,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2222,2222,2381,2555,2699,2868,3080,3044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,2222,2222,2381,2555,2699,2868,3080,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,2230,2222,2222,2381,2555,2699,2868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,2085,2230,2222,2222,2381,2555,2699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,1966,2085,2230,2222,2222,2381,2555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,1862,1966,2085,2230,2222,2222,2381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,1750,1862,1966,2085,2230,2222,2222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,1625,1750,1862,1966,2085,2230,2222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,1614,1625,1750,1862,1966,2085,2230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,1630,1614,1625,1750,1862,1966,2085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,1527,1630,1614,1625,1750,1862,1966,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,1448,1527,1630,1614,1625,1750,1862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,1388,1448,1527,1630,1614,1625,1750,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,1360,1388,1448,1527,1630,1614,1625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,1296,1360,1388,1448,1527,1630,1614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,1306,1296,1360,1388,1448,1527,1630,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,1304,1306,1296,1360,1388,1448,1527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,1150,1304,1306,1296,1360,1388,1448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,1050,1150,1304,1306,1296,1360,1388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,939,1050,1150,1304,1306,1296,1360,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,892,939,1050,1150,1304,1306,1296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,823,892,939,1050,1150,1304,1306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,818,823,892,939,1050,1150,1304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,821,818,823,892,939,1050,1150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,821,821,818,823,892,939,1050,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,739,821,821,818,823,892,939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,702,739,821,821,818,823,892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,647,702,739,821,821,818,823,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,573,647,702,739,821,821,818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,576,573,647,702,739,821,821,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,575,576,573,647,702,739,821,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,527,575,576,573,647,702,739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,484,527,575,576,573,647,702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,479,484,527,575,576,573,647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,425,479,484,527,575,576,573,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,395,425,479,484,527,575,576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,400,395,425,479,484,527,575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,393,400,395,425,479,484,527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,371,393,400,395,425,479,484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,344,371,393,400,395,425,479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,340,344,371,393,400,395,425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,308,340,344,371,393,400,395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,292,308,340,344,371,393,400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,295,292,308,340,344,371,393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,293,295,292,308,340,344,371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,281,293,295,292,308,340,344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,268,281,293,295,292,308,340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,256,268,281,293,295,292,308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,247,256,268,281,293,295,292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,237,247,256,268,281,293,295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,237,237,247,256,268,281,293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,244,237,237,247,256,268,281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,222,244,237,237,247,256,268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,203,222,244,237,237,247,256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,187,203,222,244,237,237,247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,168,187,203,222,244,237,237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,170,168,187,203,222,244,237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,170,170,168,187,203,222,244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,169,170,170,168,187,203,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,178,169,170,170,168,187,203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,165,178,169,170,170,168,187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,160,165,178,169,170,170,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,143,160,165,178,169,170,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,132,143,160,165,178,169,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,130,132,143,160,165,178,169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,138,130,132,143,160,165,178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,147,138,130,132,143,160,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,150,147,138,130,132,143,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,147,150,147,138,130,132,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,145,147,150,147,138,130,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,161,145,147,150,147,138,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,168,161,145,147,150,147,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,181,168,161,145,147,150,147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,172,181,168,161,145,147,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,191,172,181,168,161,145,147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,203,191,172,181,168,161,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,218,203,191,172,181,168,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,210,218,203,191,172,181,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,211,210,218,203,191,172,181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,222,211,210,218,203,191,172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,232,222,211,210,218,203,191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,263,232,222,211,210,218,203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,267,263,232,222,211,210,218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,253,267,263,232,222,211,210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,259,253,267,263,232,222,211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,271,259,253,267,263,232,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,290,271,259,253,267,263,232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,265,290,271,259,253,267,263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,293,265,290,271,259,253,267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,278,293,265,290,271,259,253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,285,278,293,265,290,271,259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,281,285,278,293,265,290,271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,285,281,285,278,293,265,290,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,312,285,281,285,278,293,265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,307,312,285,281,285,278,293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,301,307,312,285,281,285,278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,309,301,307,312,285,281,285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,312,309,301,307,312,285,281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,309,312,309,301,307,312,285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,337,309,312,309,301,307,312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,341,337,309,312,309,301,307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,335,341,337,309,312,309,301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,334,335,341,337,309,312,309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,303,334,335,341,337,309,312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,314,303,334,335,341,337,309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,310,314,303,334,335,341,337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,312,310,314,303,334,335,341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,320,312,310,314,303,334,335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,282,320,312,310,314,303,334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,260,282,320,312,310,314,303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,257,260,282,320,312,310,314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,252,257,260,282,320,312,310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,230,252,257,260,282,320,312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,233,230,252,257,260,282,320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,243,233,230,252,257,260,282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,226,243,233,230,252,257,260,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,221,226,243,233,230,252,257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,209,221,226,243,233,230,252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,215,209,221,226,243,233,230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,215,215,209,221,226,243,233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,866,819,789,773,739,716,708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,937,866,819,789,773,739,716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,952,937,866,819,789,773,739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,1050,952,937,866,819,789,773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,1110,1050,952,937,866,819,789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,1191,1110,1050,952,937,866,819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,1260,1191,1110,1050,952,937,866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1473,1334,1260,1191,1110,1050,952,937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,1473,1334,1260,1191,1110,1050,952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,1622,1473,1334,1260,1191,1110,1050,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,1778,1622,1473,1334,1260,1191,1110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,1951,1778,1622,1473,1334,1260,1191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,2099,1951,1778,1622,1473,1334,1260,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2497,2267,2099,1951,1778,1622,1473,1334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2773,2497,2267,2099,1951,1778,1622,1473,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2978,2773,2497,2267,2099,1951,1778,1622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3275,2978,2773,2497,2267,2099,1951,1778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3649,3275,2978,2773,2497,2267,2099,1951,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4056,3649,3275,2978,2773,2497,2267,2099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4408,4056,3649,3275,2978,2773,2497,2267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4825,4408,4056,3649,3275,2978,2773,2497,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5268,4825,4408,4056,3649,3275,2978,2773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5548,5268,4825,4408,4056,3649,3275,2978,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5924,5548,5268,4825,4408,4056,3649,3275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6187,5924,5548,5268,4825,4408,4056,3649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6439,6187,5924,5548,5268,4825,4408,4056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6502,6439,6187,5924,5548,5268,4825,4408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6824,6502,6439,6187,5924,5548,5268,4825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7233,6824,6502,6439,6187,5924,5548,5268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7461,7233,6824,6502,6439,6187,5924,5548,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7411,7461,7233,6824,6502,6439,6187,5924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7290,7411,7461,7233,6824,6502,6439,6187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7224,7290,7411,7461,7233,6824,6502,6439,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6895,7224,7290,7411,7461,7233,6824,6502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6955,6895,7224,7290,7411,7461,7233,6824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7221,6955,6895,7224,7290,7411,7461,7233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7058,7221,6955,6895,7224,7290,7411,7461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6879,7058,7221,6955,6895,7224,7290,7411,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7010,6879,7058,7221,6955,6895,7224,7290,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6762,7010,6879,7058,7221,6955,6895,7224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6505,6762,7010,6879,7058,7221,6955,6895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6518,6505,6762,7010,6879,7058,7221,6955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6580,6518,6505,6762,7010,6879,7058,7221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6240,6580,6518,6505,6762,7010,6879,7058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5930,6240,6580,6518,6505,6762,7010,6879,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5651,5930,6240,6580,6518,6505,6762,7010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5418,5651,5930,6240,6580,6518,6505,6762,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5017,5418,5651,5930,6240,6580,6518,6505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5025,5017,5418,5651,5930,6240,6580,6518,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5076,5025,5017,5418,5651,5930,6240,6580,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4783,5076,5025,5017,5418,5651,5930,6240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4570,4783,5076,5025,5017,5418,5651,5930,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4376,4570,4783,5076,5025,5017,5418,5651,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4215,4376,4570,4783,5076,5025,5017,5418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3994,4215,4376,4570,4783,5076,5025,5017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3989,3994,4215,4376,4570,4783,5076,5025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2440,2359,2286,2282,2447,2471,2557,2610,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2417,2440,2359,2286,2282,2447,2471,2557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,2417,2440,2359,2286,2282,2447,2471,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,2333,2417,2440,2359,2286,2282,2447,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,2187,2333,2417,2440,2359,2286,2282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,2081,2187,2333,2417,2440,2359,2286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,2122,2081,2187,2333,2417,2440,2359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2226,2185,2122,2081,2187,2333,2417,2440,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,2226,2185,2122,2081,2187,2333,2417,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,2130,2226,2185,2122,2081,2187,2333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2076,2130,2226,2185,2122,2081,2187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,2018,2076,2130,2226,2185,2122,2081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,1996,2018,2076,2130,2226,2185,2122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,1927,1996,2018,2076,2130,2226,2185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1955,1927,1996,2018,2076,2130,2226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,2020,1955,1927,1996,2018,2076,2130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,1966,2020,1955,1927,1996,2018,2076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,1943,1966,2020,1955,1927,1996,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1883,1915,1943,1966,2020,1955,1927,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,1883,1915,1943,1966,2020,1955,1927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,1828,1883,1915,1943,1966,2020,1955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,1892,1828,1883,1915,1943,1966,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,1974,1892,1828,1883,1915,1943,1966,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,1960,1974,1892,1828,1883,1915,1943,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,1938,1960,1974,1892,1828,1883,1915,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,1941,1938,1960,1974,1892,1828,1883,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,1923,1941,1938,1960,1974,1892,1828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,1888,1923,1941,1938,1960,1974,1892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954,1923,1888,1923,1941,1938,1960,1974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,1954,1923,1888,1923,1941,1938,1960,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,1928,1954,1923,1888,1923,1941,1938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,1850,1928,1954,1923,1888,1923,1941,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,1819,1850,1928,1954,1923,1888,1923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,1810,1819,1850,1928,1954,1923,1888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,1760,1810,1819,1850,1928,1954,1923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,1788,1760,1810,1819,1850,1928,1954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,1852,1788,1760,1810,1819,1850,1928,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,1794,1852,1788,1760,1810,1819,1850,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
